product_id,product_name,category,subcategory,brand,description,price,rating,stock,created_at
P00212,BrandB Home & Garden 212,Home & Garden,Bedding,BrandB,"High-quality home & garden product. Features durability, style, and value.",472.57,2.8,448,2026-04-23
P00213,BrandB Beauty 213,Beauty,Fragrances,BrandB,"High-quality beauty product. Features durability, style, and value.",384.61,3.3,446,2026-07-04
P00214,Budget Toys 214,Toys,Puzzles,Budget,"High-quality toys product. Features durability, style, and value.",607.89,3.3,452,2026-07-14
P00215,BrandB Home & Garden 215,Home & Garden,Bedding,BrandB,"High-quality home & garden product. Features durability, style, and value.",496.05,3.0,882,2026-05-25
P00216,BrandC Electronics 216,Electronics,Accessories,BrandC,"High-quality electronics product. Features durability, style, and value.",11.09,4.6,697,2026-07-22
P00217,BrandD Fashion 217,Fashion,Women's Clothing,BrandD,"High-quality fashion product. Features durability, style, and value.",309.92,3.0,898,2026-03-05
P00218,BrandA Toys 218,Toys,Action Figures,BrandA,"High-quality toys product. Features durability, style, and value.",537.94,3.5,585,2026-06-27
P00219,Standard Food 219,Food,Snacks,Standard,"High-quality food product. Features durability, style, and value.",483.82,2.8,749,2026-03-25
P00220,Budget Food 220,Food,Beverages,Budget,"High-quality food product. Features durability, style, and value.",359.49,2.5,966,2026-04-24
P00221,BrandA Electronics 221,Electronics,Accessories,BrandA,"High-quality electronics product. Features durability, style, and value.",528.45,3.9,154,2026-07-03
P00222,Standard Electronics 222,Electronics,Accessories,Standard,"High-quality electronics product. Features durability, style, and value.",558.78,4.2,926,2026-05-15
P00223,BrandD Home & Garden 223,Home & Garden,Decor,BrandD,"High-quality home & garden product. Features durability, style, and value.",385.8,3.8,918,2026-07-31
P00224,BrandA Books 224,Books,Educational,BrandA,"High-quality books product. Features durability, style, and value.",681.79,3.7,408,2026-06-12
P00225,Standard Books 225,Books,Non-Fiction,Standard,"High-quality books product. Features durability, style, and value.",893.95,4.0,554,2026-07-29
P00226,Budget Food 226,Food,Beverages,Budget,"High-quality food product. Features durability, style, and value.",40.58,2.1,713,2026-07-30
P00227,BrandC Electronics 227,Electronics,Smartphones,BrandC,"High-quality electronics product. Features durability, style, and value.",524.26,4.7,545,2026-04-21
P00228,BrandD Sports 228,Sports,Footwear,BrandD,"High-quality sports product. Features durability, style, and value.",889.98,2.2,115,2026-04-18
P00229,BrandC Food 229,Food,Specialty,BrandC,"High-quality food product. Features durability, style, and value.",208.55,3.9,290,2026-05-08
P00230,BrandC Toys 230,Toys,Puzzles,BrandC,"High-quality toys product. Features durability, style, and value.",261.46,2.3,757,2026-03-20
P00231,BrandB Electronics 231,Electronics,Tablets,BrandB,"High-quality electronics product. Features durability, style, and value.",303.21,4.5,671,2026-08-13
P00232,Premium Food 232,Food,Specialty,Premium,"High-quality food product. Features durability, style, and value.",420.07,4.1,570,2026-06-10
P00233,Luxury Sports 233,Sports,Equipment,Luxury,"High-quality sports product. Features durability, style, and value.",504.47,3.1,352,2026-07-09
P00234,BrandE Fashion 234,Fashion,Shoes,BrandE,"High-quality fashion product. Features durability, style, and value.",385.13,3.2,37,2026-02-27
P00235,BrandB Home & Garden 235,Home & Garden,Furniture,BrandB,"High-quality home & garden product. Features durability, style, and value.",518.05,2.8,461,2026-04-01
P00236,Luxury Books 236,Books,Non-Fiction,Luxury,"High-quality books product. Features durability, style, and value.",441.24,5.0,519,2026-02-28
P00237,BrandC Electronics 237,Electronics,Tablets,BrandC,"High-quality electronics product. Features durability, style, and value.",400.97,3.2,533,2026-03-29
P00238,Premium Beauty 238,Beauty,Skincare,Premium,"High-quality beauty product. Features durability, style, and value.",13.61,4.6,613,2026-05-08
P00239,BrandC Toys 239,Toys,Puzzles,BrandC,"High-quality toys product. Features durability, style, and value.",452.74,2.9,167,2026-06-21
P00240,BrandB Sports 240,Sports,Accessories,BrandB,"High-quality sports product. Features durability, style, and value.",573.88,2.4,409,2026-06-17
P00241,BrandD Toys 241,Toys,Action Figures,BrandD,"High-quality toys product. Features durability, style, and value.",566.41,4.6,297,2026-06-28
P00242,BrandE Toys 242,Toys,Puzzles,BrandE,"High-quality toys product. Features durability, style, and value.",577.1,2.9,886,2026-06-01
P00243,Premium Home & Garden 243,Home & Garden,Bedding,Premium,"High-quality home & garden product. Features durability, style, and value.",644.51,3.6,176,2026-08-02
P00244,BrandA Beauty 244,Beauty,Fragrances,BrandA,"High-quality beauty product. Features durability, style, and value.",39.17,3.7,318,2026-04-19
P00245,Budget Home & Garden 245,Home & Garden,Bedding,Budget,"High-quality home & garden product. Features durability, style, and value.",50.87,4.0,541,2026-03-29
P00246,BrandB Toys 246,Toys,Board Games,BrandB,"High-quality toys product. Features durability, style, and value.",919.39,2.5,541,2026-06-22
P00247,Standard Fashion 247,Fashion,Accessories,Standard,"High-quality fashion product. Features durability, style, and value.",665.34,4.0,385,2026-02-25
P00248,Elite Home & Garden 248,Home & Garden,Kitchen,Elite,"High-quality home & garden product. Features durability, style, and value.",972.66,3.1,868,2026-03-16
P00249,Standard Home & Garden 249,Home & Garden,Bedding,Standard,"High-quality home & garden product. Features durability, style, and value.",726.83,2.1,202,2026-03-28
P00250,Elite Home & Garden 250,Home & Garden,Decor,Elite,"High-quality home & garden product. Features durability, style, and value.",833.56,2.7,496,2026-06-25
P00251,BrandE Beauty 251,Beauty,Haircare,BrandE,"High-quality beauty product. Features durability, style, and value.",599.28,3.0,482,2026-05-20
P00252,Premium Beauty 252,Beauty,Skincare,Premium,"High-quality beauty product. Features durability, style, and value.",206.18,4.7,89,2026-04-11
P00253,Elite Beauty 253,Beauty,Fragrances,Elite,"High-quality beauty product. Features durability, style, and value.",951.15,4.8,657,2026-06-04
P00254,Budget Home & Garden 254,Home & Garden,Bedding,Budget,"High-quality home & garden product. Features durability, style, and value.",897.46,2.3,896,2026-05-30
P00255,Luxury Food 255,Food,Snacks,Luxury,"High-quality food product. Features durability, style, and value.",532.51,2.6,480,2026-05-18
P00256,Standard Fashion 256,Fashion,Men's Clothing,Standard,"High-quality fashion product. Features durability, style, and value.",169.52,3.6,628,2026-07-19
P00257,BrandA Home & Garden 257,Home & Garden,Decor,BrandA,"High-quality home & garden product. Features durability, style, and value.",325.37,4.3,147,2026-06-05
P00258,BrandC Toys 258,Toys,Action Figures,BrandC,"High-quality toys product. Features durability, style, and value.",789.8,2.4,921,2026-02-23
P00259,Luxury Electronics 259,Electronics,Accessories,Luxury,"High-quality electronics product. Features durability, style, and value.",676.42,2.8,79,2026-04-24
P00260,BrandC Food 260,Food,Specialty,BrandC,"High-quality food product. Features durability, style, and value.",185.29,3.6,517,2026-05-20
P00261,BrandD Beauty 261,Beauty,Haircare,BrandD,"High-quality beauty product. Features durability, style, and value.",701.29,4.7,368,2026-04-24
P00262,Standard Fashion 262,Fashion,Women's Clothing,Standard,"High-quality fashion product. Features durability, style, and value.",973.59,3.3,250,2026-05-29
P00263,Standard Sports 263,Sports,Athletic Wear,Standard,"High-quality sports product. Features durability, style, and value.",838.84,4.6,697,2026-03-29
P00264,BrandB Beauty 264,Beauty,Haircare,BrandB,"High-quality beauty product. Features durability, style, and value.",811.98,2.3,363,2026-05-05
P00265,Standard Fashion 265,Fashion,Men's Clothing,Standard,"High-quality fashion product. Features durability, style, and value.",785.56,2.5,680,2026-06-28
P00266,Premium Electronics 266,Electronics,Laptops,Premium,"High-quality electronics product. Features durability, style, and value.",187.06,4.4,329,2026-06-19
P00267,BrandB Fashion 267,Fashion,Accessories,BrandB,"High-quality fashion product. Features durability, style, and value.",245.0,4.2,61,2026-07-17
P00268,Luxury Books 268,Books,Self-Help,Luxury,"High-quality books product. Features durability, style, and value.",913.07,3.6,239,2026-03-01
P00269,BrandB Food 269,Food,Organic,BrandB,"High-quality food product. Features durability, style, and value.",331.29,4.8,270,2026-03-29
P00270,BrandC Sports 270,Sports,Athletic Wear,BrandC,"High-quality sports product. Features durability, style, and value.",208.45,4.3,409,2026-07-01
P00271,Luxury Toys 271,Toys,Puzzles,Luxury,"High-quality toys product. Features durability, style, and value.",268.33,4.9,65,2026-05-10
P00272,BrandC Toys 272,Toys,Building Blocks,BrandC,"High-quality toys product. Features durability, style, and value.",625.97,4.6,229,2026-04-24
P00273,BrandB Fashion 273,Fashion,Women's Clothing,BrandB,"High-quality fashion product. Features durability, style, and value.",540.97,4.4,984,2026-05-23
P00274,Elite Electronics 274,Electronics,Accessories,Elite,"High-quality electronics product. Features durability, style, and value.",938.49,4.2,731,2026-04-06
P00275,Elite Beauty 275,Beauty,Haircare,Elite,"High-quality beauty product. Features durability, style, and value.",582.85,4.8,447,2026-03-22
P00276,BrandC Electronics 276,Electronics,Tablets,BrandC,"High-quality electronics product. Features durability, style, and value.",312.26,4.0,369,2026-06-21
P00277,BrandB Sports 277,Sports,Footwear,BrandB,"High-quality sports product. Features durability, style, and value.",959.7,3.7,651,2026-08-13
P00278,Elite Sports 278,Sports,Accessories,Elite,"High-quality sports product. Features durability, style, and value.",886.38,3.0,809,2026-04-07
P00279,BrandC Fashion 279,Fashion,Accessories,BrandC,"High-quality fashion product. Features durability, style, and value.",329.5,3.5,903,2026-03-15
P00280,BrandB Home & Garden 280,Home & Garden,Decor,BrandB,"High-quality home & garden product. Features durability, style, and value.",718.85,3.5,363,2026-03-09
P00281,Premium Toys 281,Toys,Building Blocks,Premium,"High-quality toys product. Features durability, style, and value.",956.91,3.5,986,2026-04-07
P00282,BrandE Sports 282,Sports,Equipment,BrandE,"High-quality sports product. Features durability, style, and value.",419.96,4.2,826,2026-04-01
P00283,Elite Food 283,Food,Snacks,Elite,"High-quality food product. Features durability, style, and value.",848.04,4.0,217,2026-06-02
P00284,BrandA Beauty 284,Beauty,Haircare,BrandA,"High-quality beauty product. Features durability, style, and value.",906.88,5.0,856,2026-07-25
P00285,BrandE Sports 285,Sports,Footwear,BrandE,"High-quality sports product. Features durability, style, and value.",438.95,4.6,454,2026-07-06
P00286,Premium Toys 286,Toys,Building Blocks,Premium,"High-quality toys product. Features durability, style, and value.",729.76,5.0,33,2026-06-24
P00287,Elite Sports 287,Sports,Equipment,Elite,"High-quality sports product. Features durability, style, and value.",654.29,4.0,45,2026-05-27
P00288,Standard Toys 288,Toys,Board Games,Standard,"High-quality toys product. Features durability, style, and value.",945.7,4.7,384,2026-04-18
P00289,BrandD Food 289,Food,Organic,BrandD,"High-quality food product. Features durability, style, and value.",235.24,3.7,438,2026-07-01
P00290,BrandB Books 290,Books,Non-Fiction,BrandB,"High-quality books product. Features durability, style, and value.",249.21,4.6,973,2026-06-12
P00291,BrandA Home & Garden 291,Home & Garden,Furniture,BrandA,"High-quality home & garden product. Features durability, style, and value.",678.21,3.0,88,2026-08-07
P00292,BrandD Food 292,Food,Organic,BrandD,"High-quality food product. Features durability, style, and value.",465.68,3.1,192,2026-08-08
P00293,BrandC Books 293,Books,Educational,BrandC,"High-quality books product. Features durability, style, and value.",796.69,2.0,479,2026-04-15
P00294,BrandE Food 294,Food,Specialty,BrandE,"High-quality food product. Features durability, style, and value.",947.02,3.7,884,2026-04-07
P00295,BrandC Food 295,Food,Specialty,BrandC,"High-quality food product. Features durability, style, and value.",388.77,4.0,737,2026-03-09
P00296,Luxury Food 296,Food,Snacks,Luxury,"High-quality food product. Features durability, style, and value.",935.59,3.0,774,2026-03-19
P00297,Premium Home & Garden 297,Home & Garden,Kitchen,Premium,"High-quality home & garden product. Features durability, style, and value.",562.85,4.2,828,2026-07-30
P00298,BrandA Sports 298,Sports,Equipment,BrandA,"High-quality sports product. Features durability, style, and value.",73.43,2.4,203,2026-04-12
P00299,Premium Food 299,Food,Organic,Premium,"High-quality food product. Features durability, style, and value.",787.41,4.7,838,2026-06-25
P00300,BrandE Beauty 300,Beauty,Makeup,BrandE,"High-quality beauty product. Features durability, style, and value.",840.85,4.3,523,2026-05-09
P00301,Budget Toys 301,Toys,Building Blocks,Budget,"High-quality toys product. Features durability, style, and value.",943.77,4.3,548,2026-05-26
P00302,BrandB Sports 302,Sports,Footwear,BrandB,"High-quality sports product. Features durability, style, and value.",307.34,3.2,336,2026-02-22
P00303,BrandE Books 303,Books,Educational,BrandE,"High-quality books product. Features durability, style, and value.",288.1,2.6,596,2026-04-29
P00304,BrandA Home & Garden 304,Home & Garden,Bedding,BrandA,"High-quality home & garden product. Features durability, style, and value.",275.62,3.1,711,2026-08-01
P00305,BrandE Fashion 305,Fashion,Men's Clothing,BrandE,"High-quality fashion product. Features durability, style, and value.",429.9,3.8,39,2026-06-23
P00306,BrandD Sports 306,Sports,Equipment,BrandD,"High-quality sports product. Features durability, style, and value.",302.16,3.9,424,2026-07-11
P00307,Luxury Books 307,Books,Educational,Luxury,"High-quality books product. Features durability, style, and value.",352.4,2.6,633,2026-07-07
P00308,Luxury Electronics 308,Electronics,Accessories,Luxury,"High-quality electronics product. Features durability, style, and value.",617.23,2.5,551,2026-07-08
P00309,Elite Toys 309,Toys,Puzzles,Elite,"High-quality toys product. Features durability, style, and value.",286.6,2.4,682,2026-07-11
P00310,BrandE Books 310,Books,Self-Help,BrandE,"High-quality books product. Features durability, style, and value.",935.0,4.2,400,2026-03-24
P00311,Premium Beauty 311,Beauty,Skincare,Premium,"High-quality beauty product. Features durability, style, and value.",663.25,2.5,514,2026-04-14
P00312,Elite Home & Garden 312,Home & Garden,Furniture,Elite,"High-quality home & garden product. Features durability, style, and value.",803.13,3.1,738,2026-05-23
P00313,Budget Beauty 313,Beauty,Makeup,Budget,"High-quality beauty product. Features durability, style, and value.",569.53,2.4,535,2026-04-30
P00314,Premium Toys 314,Toys,Board Games,Premium,"High-quality toys product. Features durability, style, and value.",789.59,2.9,759,2026-06-17
P00315,Elite Electronics 315,Electronics,Accessories,Elite,"High-quality electronics product. Features durability, style, and value.",419.25,3.8,334,2026-03-06
P00316,Standard Books 316,Books,Fiction,Standard,"High-quality books product. Features durability, style, and value.",271.93,2.2,560,2026-02-20
P00317,Standard Electronics 317,Electronics,Tablets,Standard,"High-quality electronics product. Features durability, style, and value.",96.49,3.7,644,2026-05-27
P00318,Budget Beauty 318,Beauty,Makeup,Budget,"High-quality beauty product. Features durability, style, and value.",934.98,5.0,239,2026-03-29
P00319,BrandD Fashion 319,Fashion,Women's Clothing,BrandD,"High-quality fashion product. Features durability, style, and value.",538.38,2.6,725,2026-05-16
P00320,Standard Home & Garden 320,Home & Garden,Kitchen,Standard,"High-quality home & garden product. Features durability, style, and value.",373.36,2.4,815,2026-06-13
P00321,BrandB Electronics 321,Electronics,Smartphones,BrandB,"High-quality electronics product. Features durability, style, and value.",930.4,4.6,156,2026-06-03
P00322,BrandD Books 322,Books,Self-Help,BrandD,"High-quality books product. Features durability, style, and value.",515.02,4.5,879,2026-07-07
P00323,BrandB Beauty 323,Beauty,Makeup,BrandB,"High-quality beauty product. Features durability, style, and value.",481.08,2.8,883,2026-08-14
P00324,Premium Food 324,Food,Organic,Premium,"High-quality food product. Features durability, style, and value.",97.25,2.9,810,2026-07-28
P00325,Budget Food 325,Food,Beverages,Budget,"High-quality food product. Features durability, style, and value.",859.15,3.7,444,2026-07-14
P00326,BrandD Sports 326,Sports,Footwear,BrandD,"High-quality sports product. Features durability, style, and value.",562.53,3.1,297,2026-07-25
P00327,Luxury Sports 327,Sports,Accessories,Luxury,"High-quality sports product. Features durability, style, and value.",444.77,4.4,988,2026-02-24
P00328,Premium Books 328,Books,Non-Fiction,Premium,"High-quality books product. Features durability, style, and value.",540.07,3.5,677,2026-07-14
P00329,Luxury Fashion 329,Fashion,Men's Clothing,Luxury,"High-quality fashion product. Features durability, style, and value.",896.99,3.0,194,2026-03-26
P00330,BrandE Sports 330,Sports,Footwear,BrandE,"High-quality sports product. Features durability, style, and value.",484.56,2.9,636,2026-06-10
P00331,Luxury Sports 331,Sports,Equipment,Luxury,"High-quality sports product. Features durability, style, and value.",519.36,3.7,527,2026-05-22
P00332,BrandB Fashion 332,Fashion,Women's Clothing,BrandB,"High-quality fashion product. Features durability, style, and value.",767.66,3.2,268,2026-03-30
P00333,Luxury Toys 333,Toys,Action Figures,Luxury,"High-quality toys product. Features durability, style, and value.",221.9,2.4,640,2026-05-30
P00334,Budget Fashion 334,Fashion,Shoes,Budget,"High-quality fashion product. Features durability, style, and value.",424.27,4.2,208,2026-03-17
P00335,Standard Electronics 335,Electronics,Accessories,Standard,"High-quality electronics product. Features durability, style, and value.",162.76,4.1,694,2026-04-12
P00336,Elite Food 336,Food,Beverages,Elite,"High-quality food product. Features durability, style, and value.",577.2,2.8,457,2026-06-27
P00337,BrandA Books 337,Books,Fiction,BrandA,"High-quality books product. Features durability, style, and value.",241.07,4.0,743,2026-06-23
P00338,BrandA Toys 338,Toys,Action Figures,BrandA,"High-quality toys product. Features durability, style, and value.",958.88,3.3,491,2026-07-01
P00339,Elite Fashion 339,Fashion,Accessories,Elite,"High-quality fashion product. Features durability, style, and value.",813.85,5.0,806,2026-05-05
P00340,BrandC Home & Garden 340,Home & Garden,Decor,BrandC,"High-quality home & garden product. Features durability, style, and value.",283.25,2.5,310,2026-04-02
P00341,Elite Home & Garden 341,Home & Garden,Kitchen,Elite,"High-quality home & garden product. Features durability, style, and value.",249.66,2.9,695,2026-06-05
P00342,Elite Beauty 342,Beauty,Haircare,Elite,"High-quality beauty product. Features durability, style, and value.",128.13,2.0,436,2026-04-11
P00343,Budget Sports 343,Sports,Athletic Wear,Budget,"High-quality sports product. Features durability, style, and value.",964.28,2.3,574,2026-06-28
P00344,BrandE Fashion 344,Fashion,Women's Clothing,BrandE,"High-quality fashion product. Features durability, style, and value.",984.67,4.8,112,2026-03-30
P00345,Luxury Food 345,Food,Specialty,Luxury,"High-quality food product. Features durability, style, and value.",874.25,4.9,137,2026-04-25
P00346,BrandA Sports 346,Sports,Equipment,BrandA,"High-quality sports product. Features durability, style, and value.",72.67,4.7,688,2026-04-13
P00347,BrandE Sports 347,Sports,Equipment,BrandE,"High-quality sports product. Features durability, style, and value.",857.41,2.6,954,2026-04-20
P00348,Premium Books 348,Books,Non-Fiction,Premium,"High-quality books product. Features durability, style, and value.",651.21,2.1,75,2026-05-08
P00349,Luxury Electronics 349,Electronics,Laptops,Luxury,"High-quality electronics product. Features durability, style, and value.",653.81,4.4,36,2026-06-29
P00350,Premium Food 350,Food,Organic,Premium,"High-quality food product. Features durability, style, and value.",145.58,2.5,65,2026-04-19
P00351,BrandC Toys 351,Toys,Building Blocks,BrandC,"High-quality toys product. Features durability, style, and value.",632.95,4.4,1,2026-05-16
P00352,Standard Food 352,Food,Snacks,Standard,"High-quality food product. Features durability, style, and value.",384.94,4.5,835,2026-06-19
P00353,Elite Electronics 353,Electronics,Laptops,Elite,"High-quality electronics product. Features durability, style, and value.",557.31,3.0,692,2026-03-12
P00354,BrandA Sports 354,Sports,Footwear,BrandA,"High-quality sports product. Features durability, style, and value.",663.67,2.9,523,2026-04-08
P00355,BrandC Toys 355,Toys,Puzzles,BrandC,"High-quality toys product. Features durability, style, and value.",168.57,4.0,230,2026-07-18
P00356,BrandD Food 356,Food,Snacks,BrandD,"High-quality food product. Features durability, style, and value.",619.06,2.1,826,2026-03-22
P00357,Budget Toys 357,Toys,Building Blocks,Budget,"High-quality toys product. Features durability, style, and value.",847.83,3.6,523,2026-03-02
P00358,Elite Food 358,Food,Snacks,Elite,"High-quality food product. Features durability, style, and value.",366.94,2.9,280,2026-08-03
P00359,BrandD Sports 359,Sports,Equipment,BrandD,"High-quality sports product. Features durability, style, and value.",685.18,2.0,64,2026-07-20
P00360,Premium Home & Garden 360,Home & Garden,Kitchen,Premium,"High-quality home & garden product. Features durability, style, and value.",130.67,4.9,555,2026-03-21
P00361,BrandB Electronics 361,Electronics,Smartphones,BrandB,"High-quality electronics product. Features durability, style, and value.",34.43,3.7,566,2026-05-18
P00362,BrandD Electronics 362,Electronics,Accessories,BrandD,"High-quality electronics product. Features durability, style, and value.",796.24,2.8,895,2026-03-01
P00363,Premium Sports 363,Sports,Equipment,Premium,"High-quality sports product. Features durability, style, and value.",593.25,2.7,957,2026-03-19
P00364,BrandC Electronics 364,Electronics,Smartphones,BrandC,"High-quality electronics product. Features durability, style, and value.",412.14,3.6,652,2026-08-06
P00365,Luxury Food 365,Food,Organic,Luxury,"High-quality food product. Features durability, style, and value.",72.49,2.2,730,2026-08-12
P00366,Premium Beauty 366,Beauty,Makeup,Premium,"High-quality beauty product. Features durability, style, and value.",111.85,4.2,643,2026-06-05
P00367,Standard Electronics 367,Electronics,Accessories,Standard,"High-quality electronics product. Features durability, style, and value.",735.85,2.4,173,2026-03-25
P00368,BrandE Home & Garden 368,Home & Garden,Furniture,BrandE,"High-quality home & garden product. Features durability, style, and value.",635.77,4.6,854,2026-04-08
P00369,Elite Beauty 369,Beauty,Fragrances,Elite,"High-quality beauty product. Features durability, style, and value.",858.04,2.3,449,2026-03-26
P00370,Elite Fashion 370,Fashion,Men's Clothing,Elite,"High-quality fashion product. Features durability, style, and value.",951.69,4.8,361,2026-05-04
P00371,BrandE Home & Garden 371,Home & Garden,Decor,BrandE,"High-quality home & garden product. Features durability, style, and value.",186.43,2.4,89,2026-03-13
P00372,BrandA Food 372,Food,Snacks,BrandA,"High-quality food product. Features durability, style, and value.",175.18,5.0,617,2026-03-24
P00373,Standard Beauty 373,Beauty,Fragrances,Standard,"High-quality beauty product. Features durability, style, and value.",673.73,2.6,727,2026-02-24
P00374,BrandB Food 374,Food,Organic,BrandB,"High-quality food product. Features durability, style, and value.",758.81,2.9,562,2026-07-07
P00375,Standard Books 375,Books,Fiction,Standard,"High-quality books product. Features durability, style, and value.",709.27,3.2,398,2026-06-05
P00376,Elite Books 376,Books,Educational,Elite,"High-quality books product. Features durability, style, and value.",475.77,2.5,411,2026-07-15
P00377,Premium Toys 377,Toys,Building Blocks,Premium,"High-quality toys product. Features durability, style, and value.",404.78,3.1,918,2026-05-27
P00378,Standard Home & Garden 378,Home & Garden,Kitchen,Standard,"High-quality home & garden product. Features durability, style, and value.",343.07,2.0,745,2026-06-03
P00379,BrandE Sports 379,Sports,Accessories,BrandE,"High-quality sports product. Features durability, style, and value.",453.68,2.0,18,2026-06-19
P00380,Premium Electronics 380,Electronics,Laptops,Premium,"High-quality electronics product. Features durability, style, and value.",511.34,3.5,899,2026-06-14
P00381,BrandE Toys 381,Toys,Action Figures,BrandE,"High-quality toys product. Features durability, style, and value.",422.25,4.9,554,2026-05-13
P00382,BrandB Toys 382,Toys,Board Games,BrandB,"High-quality toys product. Features durability, style, and value.",267.65,4.7,795,2026-05-10
P00383,BrandB Home & Garden 383,Home & Garden,Furniture,BrandB,"High-quality home & garden product. Features durability, style, and value.",383.59,2.1,126,2026-02-26
P00384,Budget Toys 384,Toys,Puzzles,Budget,"High-quality toys product. Features durability, style, and value.",496.9,3.9,277,2026-07-21
P00385,BrandC Toys 385,Toys,Board Games,BrandC,"High-quality toys product. Features durability, style, and value.",136.34,2.0,840,2026-08-05
P00386,BrandA Toys 386,Toys,Building Blocks,BrandA,"High-quality toys product. Features durability, style, and value.",102.96,4.0,260,2026-05-26
P00387,BrandE Books 387,Books,Fiction,BrandE,"High-quality books product. Features durability, style, and value.",571.82,3.5,307,2026-03-06
P00388,Luxury Beauty 388,Beauty,Makeup,Luxury,"High-quality beauty product. Features durability, style, and value.",317.12,4.9,273,2026-03-28
P00389,Luxury Sports 389,Sports,Accessories,Luxury,"High-quality sports product. Features durability, style, and value.",378.77,3.1,25,2026-04-29
P00390,Elite Sports 390,Sports,Equipment,Elite,"High-quality sports product. Features durability, style, and value.",494.1,4.2,827,2026-05-24
P00391,BrandD Home & Garden 391,Home & Garden,Furniture,BrandD,"High-quality home & garden product. Features durability, style, and value.",818.22,3.8,66,2026-03-21
P00392,Standard Fashion 392,Fashion,Women's Clothing,Standard,"High-quality fashion product. Features durability, style, and value.",174.45,2.1,782,2026-06-17
P00393,BrandA Sports 393,Sports,Athletic Wear,BrandA,"High-quality sports product. Features durability, style, and value.",689.8,3.3,491,2026-08-03
P00394,Elite Books 394,Books,Fiction,Elite,"High-quality books product. Features durability, style, and value.",553.29,2.5,432,2026-07-09
P00395,Luxury Home & Garden 395,Home & Garden,Kitchen,Luxury,"High-quality home & garden product. Features durability, style, and value.",780.73,4.4,95,2026-03-31
P00396,Elite Sports 396,Sports,Athletic Wear,Elite,"High-quality sports product. Features durability, style, and value.",505.08,2.9,184,2026-05-06
P00397,BrandA Food 397,Food,Organic,BrandA,"High-quality food product. Features durability, style, and value.",537.16,4.2,220,2026-07-30
P00398,Standard Home & Garden 398,Home & Garden,Decor,Standard,"High-quality home & garden product. Features durability, style, and value.",704.94,2.1,744,2026-05-13
P00399,BrandE Electronics 399,Electronics,Tablets,BrandE,"High-quality electronics product. Features durability, style, and value.",865.55,4.8,149,2026-05-31
P00400,BrandC Fashion 400,Fashion,Men's Clothing,BrandC,"High-quality fashion product. Features durability, style, and value.",726.95,3.9,683,2026-06-02
P00401,BrandB Toys 401,Toys,Action Figures,BrandB,"High-quality toys product. Features durability, style, and value.",915.98,2.2,834,2026-05-06
P00402,BrandD Food 402,Food,Beverages,BrandD,"High-quality food product. Features durability, style, and value.",947.24,2.2,811,2026-03-11
P00403,Luxury Beauty 403,Beauty,Makeup,Luxury,"High-quality beauty product. Features durability, style, and value.",627.74,5.0,517,2026-04-19
P00404,Premium Fashion 404,Fashion,Shoes,Premium,"High-quality fashion product. Features durability, style, and value.",484.79,2.5,339,2026-04-15
P00405,BrandD Electronics 405,Electronics,Accessories,BrandD,"High-quality electronics product. Features durability, style, and value.",739.47,3.9,427,2026-06-22
P00406,BrandD Books 406,Books,Fiction,BrandD,"High-quality books product. Features durability, style, and value.",270.4,2.4,344,2026-06-20
P00407,BrandC Toys 407,Toys,Building Blocks,BrandC,"High-quality toys product. Features durability, style, and value.",843.32,4.0,416,2026-08-15
P00408,BrandC Food 408,Food,Specialty,BrandC,"High-quality food product. Features durability, style, and value.",816.04,2.5,208,2026-06-03
P00409,Budget Toys 409,Toys,Building Blocks,Budget,"High-quality toys product. Features durability, style, and value.",846.72,3.6,670,2026-02-28
P00410,Luxury Books 410,Books,Educational,Luxury,"High-quality books product. Features durability, style, and value.",467.85,2.4,677,2026-08-09
P00411,Standard Fashion 411,Fashion,Men's Clothing,Standard,"High-quality fashion product. Features durability, style, and value.",62.56,2.1,344,2026-05-14
P00412,BrandD Toys 412,Toys,Board Games,BrandD,"High-quality toys product. Features durability, style, and value.",413.11,3.4,924,2026-06-02
P00413,BrandB Food 413,Food,Snacks,BrandB,"High-quality food product. Features durability, style, and value.",265.24,2.8,516,2026-06-17
P00414,Luxury Home & Garden 414,Home & Garden,Kitchen,Luxury,"High-quality home & garden product. Features durability, style, and value.",58.46,4.0,960,2026-02-19
P00415,BrandD Electronics 415,Electronics,Tablets,BrandD,"High-quality electronics product. Features durability, style, and value.",240.82,3.5,235,2026-07-27
P00416,Budget Toys 416,Toys,Action Figures,Budget,"High-quality toys product. Features durability, style, and value.",696.2,2.1,492,2026-03-01
P00417,BrandA Electronics 417,Electronics,Accessories,BrandA,"High-quality electronics product. Features durability, style, and value.",527.28,3.2,186,2026-03-11
P00418,BrandE Home & Garden 418,Home & Garden,Decor,BrandE,"High-quality home & garden product. Features durability, style, and value.",983.24,2.8,398,2026-07-05
P00419,BrandD Beauty 419,Beauty,Makeup,BrandD,"High-quality beauty product. Features durability, style, and value.",64.87,4.6,35,2026-05-30
P00420,Elite Beauty 420,Beauty,Skincare,Elite,"High-quality beauty product. Features durability, style, and value.",595.85,3.1,714,2026-03-21
P00421,BrandB Fashion 421,Fashion,Shoes,BrandB,"High-quality fashion product. Features durability, style, and value.",613.42,2.1,4,2026-02-20
P00422,BrandA Home & Garden 422,Home & Garden,Kitchen,BrandA,"High-quality home & garden product. Features durability, style, and value.",437.12,3.0,475,2026-06-15
