user_id,age,gender,location,signup_date
U00681,72,Other,San Jose,2026-06-30
U00682,40,F,Dallas,2026-06-04
U00683,75,Other,London,2025-12-08
U00684,18,F,San Jose,2026-03-16
U00685,50,M,Dallas,2025-10-26
U00686,30,Other,Shanghai,2026-07-04
U00687,30,F,Philadelphia,2026-01-14
U00688,47,Other,San Diego,2026-05-14
U00689,51,Other,Shanghai,2025-10-17
U00690,72,Other,Tokyo,2026-02-17
U00691,22,Other,New York,2026-06-28
U00692,37,M,Tokyo,2025-09-21
U00693,52,M,Philadelphia,2026-07-26
U00694,44,F,Tokyo,2026-01-18
U00695,60,M,Houston,2025-12-27
U00696,23,M,San Diego,2026-05-30
U00697,40,Other,Chicago,2026-03-27
U00698,71,F,Delhi,2025-10-03
U00699,23,F,San Jose,2026-06-02
U00700,59,F,Dallas,2026-04-06
U00701,62,F,Philadelphia,2026-05-16
U00702,59,F,Dallas,2025-12-18
U00703,53,M,Delhi,2025-11-17
U00704,75,F,San Diego,2026-08-07
U00705,39,M,Phoenix,2025-10-13
U00706,49,M,New York,2026-06-01
U00707,68,F,Mumbai,2026-02-01
U00708,55,Other,Philadelphia,2026-07-02
U00709,31,F,San Jose,2025-11-10
U00710,27,M,Chicago,2026-02-09
U00711,68,F,New York,2025-10-24
U00712,45,Other,Houston,2025-10-07
U00713,51,F,Delhi,2025-09-26
U00714,32,F,Dallas,2025-12-18
U00715,48,F,Chicago,2026-07-22
U00716,63,M,New York,2025-10-30
U00717,54,Other,Shanghai,2026-02-19
U00718,69,Other,Delhi,2026-03-25
U00719,40,Other,Phoenix,2026-05-03
U00720,20,Other,Philadelphia,2026-05-31
U00721,19,M,Shanghai,2025-09-08
U00722,29,Other,Philadelphia,2026-02-12
U00723,67,M,Delhi,2025-08-30
U00724,63,F,New York,2025-08-18
U00725,35,F,Philadelphia,2025-09-03
U00726,36,M,Dallas,2026-03-10
U00727,24,F,Los Angeles,2025-12-10
U00728,33,Other,New York,2026-05-07
U00729,57,Other,San Diego,2026-05-22
U00730,64,M,Houston,2025-10-28
U00731,40,Other,Mumbai,2026-04-18
U00732,20,Other,New York,2026-02-05
U00733,43,F,Houston,2026-07-01
U00734,39,Other,San Antonio,2026-01-29
U00735,41,Other,Phoenix,2025-09-19
U00736,40,M,Los Angeles,2025-12-05
U00737,62,M,Shanghai,2025-11-24
U00738,41,M,Philadelphia,2026-07-11
U00739,64,M,Shanghai,2026-06-10
U00740,65,M,Philadelphia,2026-02-21
U00741,29,F,San Antonio,2026-06-11
U00742,66,F,San Antonio,2026-02-24
U00743,53,F,Phoenix,2025-09-05
U00744,52,F,Houston,2026-06-11
U00745,63,M,New York,2026-06-15
U00746,73,F,San Jose,2026-02-16
U00747,46,F,Tokyo,2026-05-24
U00748,39,Other,Mumbai,2025-11-24
U00749,34,Other,New York,2026-01-17
U00750,45,M,San Diego,2026-04-19
U00751,47,M,San Diego,2026-02-08
U00752,51,F,Philadelphia,2026-06-03
U00753,61,F,San Antonio,2026-01-01
U00754,44,M,Houston,2026-05-05
U00755,26,F,Dallas,2026-04-16
U00756,61,F,San Diego,2026-02-24
U00757,30,Other,Chicago,2026-08-02
U00758,51,M,Mumbai,2026-03-14
U00759,70,F,San Diego,2026-07-12
U00760,23,F,Mumbai,2026-03-12
U00761,34,Other,Dallas,2026-02-18
U00762,59,M,Chicago,2026-03-09
U00763,32,F,Phoenix,2025-11-21
U00764,35,Other,Dallas,2026-08-07
U00765,25,Other,San Jose,2026-06-13
U00766,19,M,Mumbai,2025-10-19
U00767,74,F,Shanghai,2026-01-25
U00768,26,M,Tokyo,2025-10-17
U00769,70,F,Philadelphia,2025-11-04
U00770,69,M,Chicago,2025-12-13
U00771,67,M,New York,2025-11-20
U00772,38,Other,San Jose,2025-11-02
U00773,57,Other,Tokyo,2026-02-28
U00774,22,M,London,2026-03-25
U00775,28,Other,Delhi,2026-02-20
U00776,21,M,Phoenix,2026-07-15
U00777,34,F,Phoenix,2025-11-05
U00778,40,F,Chicago,2026-05-31
U00779,27,F,Shanghai,2025-10-06
U00780,70,F,Shanghai,2026-07-02
U00781,65,F,Dallas,2026-01-05
U00782,55,Other,London,2026-04-12
U00783,71,F,Los Angeles,2026-02-18
U00784,73,F,Dallas,2025-10-26
U00785,58,Other,Houston,2025-12-23
U00786,54,F,Shanghai,2026-05-23
U00787,27,F,Chicago,2025-10-11
U00788,32,Other,Shanghai,2026-06-29
U00789,47,M,Los Angeles,2026-01-15
U00790,33,Other,Philadelphia,2026-01-26
U00791,47,Other,Delhi,2025-09-27
U00792,69,Other,Shanghai,2026-02-26
U00793,18,F,Phoenix,2026-06-11
U00794,50,F,London,2025-12-20
U00795,40,M,San Antonio,2026-01-21
U00796,43,Other,Philadelphia,2026-02-14
U00797,35,Other,Tokyo,2026-05-26
U00798,39,F,Houston,2025-10-22
U00799,19,F,New York,2025-09-14
U00800,22,Other,Los Angeles,2026-07-10
U00801,57,M,Houston,2025-11-04
U00802,57,Other,Shanghai,2025-09-24
U00803,38,F,Mumbai,2026-07-18
U00804,23,M,Chicago,2026-05-01
U00805,27,F,Philadelphia,2026-07-08
U00806,26,M,Houston,2025-11-24
U00807,69,M,New York,2026-02-14
U00808,48,M,San Diego,2025-08-18
U00809,36,F,Chicago,2026-03-12
U00810,71,F,Shanghai,2026-02-23
U00811,56,Other,Phoenix,2026-06-01
U00812,22,Other,Delhi,2025-12-17
U00813,42,F,Shanghai,2026-05-26
U00814,60,F,Dallas,2026-02-20
U00815,30,Other,Philadelphia,2026-03-08
U00816,37,M,Mumbai,2026-05-14
U00817,58,F,Dallas,2026-04-05
U00818,75,F,Philadelphia,2026-08-10
U00819,28,Other,Shanghai,2026-04-06
U00820,68,Other,San Antonio,2025-12-28
U00821,24,Other,Los Angeles,2026-04-13
U00822,41,M,Dallas,2026-02-07
U00823,41,Other,Philadelphia,2025-09-13
U00824,55,Other,San Diego,2026-03-15
U00825,55,M,Chicago,2026-06-04
U00826,42,F,San Antonio,2026-06-19
U00827,49,F,Phoenix,2026-03-24
U00828,23,Other,Los Angeles,2026-07-03
U00829,34,M,Dallas,2026-04-19
U00830,24,M,Phoenix,2025-11-06
U00831,67,F,Delhi,2026-03-28
U00832,34,F,Houston,2026-01-18
U00833,50,Other,Phoenix,2025-10-23
U00834,70,Other,Houston,2025-09-21
U00835,18,F,Dallas,2026-04-01
U00836,63,Other,Los Angeles,2026-08-10
U00837,27,F,Houston,2026-07-10
U00838,36,Other,Houston,2026-03-22
U00839,39,Other,San Antonio,2025-09-19
U00840,22,M,Delhi,2026-08-14
U00841,46,F,Mumbai,2026-06-21
U00842,59,Other,Los Angeles,2026-01-27
U00843,68,F,Chicago,2026-07-10
U00844,28,F,San Jose,2025-12-31
U00845,69,F,Philadelphia,2026-02-22
U00846,53,M,Phoenix,2025-12-26
U00847,26,Other,Dallas,2026-07-12
U00848,66,F,Shanghai,2026-05-15
U00849,56,Other,Phoenix,2026-04-29
U00850,50,F,New York,2026-06-17
U00851,72,Other,Phoenix,2025-10-11
U00852,43,M,San Jose,2026-01-03
U00853,54,Other,Delhi,2025-10-10
U00854,40,Other,New York,2026-05-14
U00855,36,Other,Dallas,2026-04-02
U00856,34,Other,Philadelphia,2026-06-29
U00857,23,Other,San Diego,2025-09-21
U00858,44,F,Delhi,2026-05-08
U00859,24,F,Houston,2026-05-31
U00860,67,F,Phoenix,2026-08-09
U00861,46,Other,Delhi,2026-08-05
U00862,68,Other,Tokyo,2026-01-21
U00863,70,M,San Jose,2025-09-23
U00864,48,M,London,2025-10-23
U00865,20,M,Shanghai,2026-06-22
U00866,35,M,New York,2025-11-22
U00867,68,M,Mumbai,2026-04-23
U00868,65,M,Philadelphia,2025-10-13
U00869,23,M,Mumbai,2026-08-14
U00870,72,Other,Philadelphia,2026-05-09
U00871,62,F,Dallas,2025-12-21
U00872,21,M,Mumbai,2026-01-07
U00873,21,F,Shanghai,2026-08-09
U00874,35,M,Chicago,2025-08-31
U00875,24,Other,Chicago,2026-01-24
U00876,20,M,San Antonio,2026-08-10
U00877,21,Other,Chicago,2026-07-07
U00878,69,Other,Philadelphia,2025-10-25
U00879,52,M,Los Angeles,2026-03-23
U00880,22,F,Shanghai,2025-12-13
U00881,39,F,San Diego,2025-08-29
U00882,34,Other,Delhi,2026-08-06
U00883,58,Other,San Antonio,2025-11-02
U00884,57,Other,San Diego,2025-09-11
U00885,51,F,San Diego,2026-03-18
U00886,59,F,London,2026-01-04
U00887,63,M,Philadelphia,2025-09-12
U00888,21,Other,Philadelphia,2026-07-01
U00889,48,F,San Antonio,2026-07-14
U00890,29,F,Tokyo,2026-03-24
U00891,58,Other,Philadelphia,2025-09-17
U00892,41,Other,Shanghai,2026-03-20
U00893,28,Other,New York,2025-09-22
U00894,44,Other,San Diego,2026-06-04
U00895,19,M,Houston,2025-10-15
U00896,67,Other,Houston,2025-09-05
U00897,55,F,Mumbai,2026-06-15
U00898,63,F,San Antonio,2026-03-12
U00899,50,F,Los Angeles,2025-12-04
U00900,29,Other,Houston,2026-03-27
U00901,22,F,Houston,2026-04-19
U00902,41,Other,Shanghai,2026-04-25
U00903,52,M,Dallas,2026-02-09
U00904,39,M,San Antonio,2026-05-13
U00905,41,F,Philadelphia,2026-02-20
U00906,64,Other,Philadelphia,2026-06-24
U00907,61,F,London,2025-12-24
U00908,67,M,Houston,2026-04-01
U00909,24,Other,Dallas,2026-05-24
U00910,36,M,Dallas,2026-03-23
U00911,52,M,Shanghai,2026-02-06
U00912,26,F,Chicago,2026-06-28
U00913,39,F,Delhi,2025-12-14
U00914,37,Other,Philadelphia,2026-07-13
U00915,32,F,Shanghai,2026-01-01
U00916,23,F,Chicago,2026-08-08
U00917,63,F,Chicago,2025-10-27
U00918,72,F,New York,2025-10-01
U00919,51,M,San Diego,2026-05-13
U00920,55,Other,Houston,2026-05-20
U00921,50,M,Houston,2025-10-06
U00922,38,M,New York,2025-10-21
U00923,19,M,Delhi,2025-09-12
U00924,55,Other,Houston,2026-06-07
U00925,25,F,Philadelphia,2025-09-14
U00926,25,Other,San Jose,2025-11-21
U00927,41,F,Delhi,2025-12-18
U00928,69,F,Philadelphia,2026-05-15
U00929,51,M,Houston,2026-02-23
U00930,32,Other,Mumbai,2026-06-06
U00931,71,M,Delhi,2026-04-19
U00932,44,M,Dallas,2026-06-18
U00933,23,F,Dallas,2026-06-28
U00934,59,M,San Antonio,2026-03-14
U00935,20,Other,Houston,2026-04-01
U00936,62,Other,Los Angeles,2026-07-30
U00937,49,Other,Chicago,2025-11-07
U00938,59,F,Phoenix,2026-01-15
U00939,23,Other,London,2026-01-22
U00940,22,F,Chicago,2025-11-19
U00941,19,Other,Shanghai,2026-07-18
U00942,71,M,Houston,2025-11-12
U00943,18,F,San Diego,2025-11-26
U00944,58,M,Philadelphia,2025-09-14
U00945,58,F,Phoenix,2025-10-27
U00946,18,M,New York,2025-12-14
U00947,52,F,Delhi,2026-06-20
U00948,43,M,San Jose,2026-03-21
U00949,52,M,Tokyo,2026-04-17
U00950,46,Other,Dallas,2026-04-16
U00951,59,M,Dallas,2026-04-02
U00952,66,F,New York,2026-07-02
U00953,65,M,Mumbai,2025-09-16
U00954,59,F,Phoenix,2026-05-22
U00955,36,M,Los Angeles,2026-06-02
U00956,56,M,Mumbai,2026-01-22
U00957,34,F,Houston,2026-07-24
U00958,57,F,Shanghai,2026-02-07
U00959,35,Other,New York,2026-04-28
U00960,48,F,Tokyo,2026-02-20
U00961,38,Other,San Antonio,2025-10-17
U00962,50,F,Dallas,2025-12-16
U00963,64,F,Philadelphia,2026-02-10
U00964,40,F,Los Angeles,2025-08-19
U00965,54,M,Chicago,2026-05-12
U00966,30,F,New York,2026-06-19
U00967,66,F,Los Angeles,2026-02-16
U00968,26,F,Philadelphia,2026-04-15
U00969,74,M,Los Angeles,2026-06-05
U00970,24,M,Tokyo,2026-05-18
U00971,46,F,San Jose,2026-05-30
U00972,47,Other,Tokyo,2026-06-12
U00973,61,M,New York,2026-06-03
U00974,23,M,Chicago,2025-12-02
U00975,36,F,Tokyo,2026-03-13
U00976,71,Other,San Jose,2025-09-17
U00977,52,F,London,2026-06-02
U00978,30,Other,Los Angeles,2026-03-01
U00979,51,M,Philadelphia,2026-04-15
U00980,55,F,San Antonio,2025-09-22
U00981,52,Other,Shanghai,2026-01-13
U00982,32,F,Dallas,2026-02-12
U00983,72,Other,Dallas,2025-09-03
U00984,30,F,Delhi,2026-01-07
U00985,44,Other,San Antonio,2025-12-10
U00986,30,F,New York,2025-09-29
U00987,55,M,San Jose,2026-01-03
U00988,32,M,Shanghai,2026-03-22
U00989,50,Other,Tokyo,2025-12-06
U00990,53,M,London,2026-01-25
U00991,72,F,Shanghai,2025-09-01
U00992,45,Other,Mumbai,2026-05-05
U00993,21,Other,Shanghai,2026-05-07
U00994,46,M,San Diego,2025-10-07
U00995,29,M,San Antonio,2026-07-31
U00996,73,F,Delhi,2026-05-19
U00997,45,Other,San Antonio,2026-06-07
U00998,45,Other,Houston,2026-05-30
U00999,48,F,San Diego,2025-12-11
U01000,46,F,Mumbai,2026-04-14
